  
       XFOIL         Version 6.99
  
 Calculated polar for: NASA_sc_20414                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.200     Re =    22.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   2.300   0.6134   0.00613   0.00181  -0.0972   0.0537   0.5540
   2.400   0.6257   0.00616   0.00184  -0.0973   0.0529   0.5557
   2.500   0.6380   0.00620   0.00186  -0.0974   0.0516   0.5566
   2.600   0.6502   0.00624   0.00190  -0.0975   0.0499   0.5580
   2.700   0.6625   0.00627   0.00192  -0.0976   0.0482   0.5622
   2.800   0.6750   0.00629   0.00195  -0.0977   0.0475   0.5661
   2.900   0.6874   0.00631   0.00197  -0.0978   0.0471   0.5692
   3.000   0.6997   0.00635   0.00200  -0.0979   0.0463   0.5715
   3.100   0.7119   0.00639   0.00203  -0.0980   0.0449   0.5728
   3.200   0.7241   0.00643   0.00206  -0.0980   0.0436   0.5735
   3.300   0.7363   0.00647   0.00209  -0.0981   0.0423   0.5740
   3.400   0.7485   0.00650   0.00212  -0.0981   0.0419   0.5744
   3.500   0.7608   0.00654   0.00215  -0.0982   0.0417   0.5756
   3.600   0.7730   0.00657   0.00218  -0.0983   0.0413   0.5784
   3.700   0.7853   0.00660   0.00221  -0.0984   0.0407   0.5817
   3.800   0.7976   0.00664   0.00224  -0.0984   0.0400   0.5842
   3.900   0.8098   0.00668   0.00228  -0.0985   0.0391   0.5867
   4.000   0.8221   0.00672   0.00231  -0.0986   0.0381   0.5889
   4.100   0.8343   0.00676   0.00235  -0.0986   0.0372   0.5903
   4.200   0.8465   0.00679   0.00238  -0.0987   0.0368   0.5914
   4.300   0.8587   0.00683   0.00241  -0.0987   0.0367   0.5921
   4.500   0.8832   0.00690   0.00248  -0.0988   0.0361   0.5980
   4.600   0.8954   0.00694   0.00252  -0.0989   0.0356   0.6005
   4.700   0.9076   0.00698   0.00256  -0.0989   0.0348   0.6027
   4.800   0.9197   0.00704   0.00260  -0.0989   0.0336   0.6046
   4.900   0.9318   0.00708   0.00264  -0.0990   0.0324   0.6059
   5.000   0.9440   0.00712   0.00268  -0.0990   0.0321   0.6069
   5.100   0.9561   0.00716   0.00272  -0.0990   0.0319   0.6075
   5.200   0.9682   0.00721   0.00275  -0.0990   0.0317   0.6079
   5.300   0.9803   0.00726   0.00280  -0.0990   0.0312   0.6083
   5.400   0.9923   0.00731   0.00284  -0.0990   0.0305   0.6086
   5.500   1.0043   0.00737   0.00289  -0.0990   0.0298   0.6090
   5.600   1.0163   0.00743   0.00294  -0.0990   0.0290   0.6092
   5.700   1.0284   0.00748   0.00298  -0.0990   0.0281   0.6094
   5.800   1.0404   0.00753   0.00302  -0.0990   0.0279   0.6096
   5.900   1.0525   0.00758   0.00307  -0.0990   0.0277   0.6097
   6.000   1.0645   0.00762   0.00311  -0.0990   0.0275   0.6110
   6.100   1.0766   0.00768   0.00316  -0.0990   0.0271   0.6130
   6.200   1.0886   0.00773   0.00321  -0.0990   0.0266   0.6146
   6.300   1.1005   0.00780   0.00327  -0.0989   0.0258   0.6159
   6.400   1.1125   0.00786   0.00332  -0.0989   0.0252   0.6172
   6.500   1.1245   0.00792   0.00338  -0.0989   0.0243   0.6184
   6.600   1.1365   0.00797   0.00342  -0.0988   0.0241   0.6194
   6.700   1.1485   0.00802   0.00347  -0.0988   0.0240   0.6204
   6.800   1.1606   0.00807   0.00352  -0.0988   0.0238   0.6213
   6.900   1.1725   0.00812   0.00357  -0.0987   0.0236   0.6221
   7.000   1.1845   0.00818   0.00363  -0.0987   0.0233   0.6229
   7.100   1.1964   0.00824   0.00368  -0.0986   0.0230   0.6236
   7.200   1.2083   0.00831   0.00375  -0.0986   0.0227   0.6242
   7.300   1.2201   0.00838   0.00381  -0.0985   0.0223   0.6247
   7.400   1.2320   0.00844   0.00387  -0.0984   0.0219   0.6252
   7.500   1.2439   0.00851   0.00393  -0.0984   0.0214   0.6257
   7.600   1.2557   0.00858   0.00399  -0.0983   0.0210   0.6261
   7.700   1.2676   0.00864   0.00405  -0.0982   0.0207   0.6264
   7.800   1.2795   0.00870   0.00410  -0.0981   0.0206   0.6267
   7.900   1.2914   0.00875   0.00416  -0.0981   0.0205   0.6270
   8.000   1.3033   0.00881   0.00421  -0.0980   0.0205   0.6273
   8.300   1.3389   0.00899   0.00439  -0.0977   0.0203   0.6314
   8.400   1.3507   0.00905   0.00445  -0.0976   0.0201   0.6332
   8.500   1.3625   0.00912   0.00451  -0.0975   0.0200   0.6347
   8.600   1.3743   0.00918   0.00458  -0.0974   0.0199   0.6361
   8.700   1.3861   0.00926   0.00465  -0.0973   0.0196   0.6374
   8.800   1.3978   0.00933   0.00473  -0.0972   0.0194   0.6385
   8.900   1.4094   0.00941   0.00480  -0.0971   0.0191   0.6396
   9.000   1.4211   0.00949   0.00488  -0.0969   0.0188   0.6406
   9.100   1.4327   0.00958   0.00496  -0.0968   0.0185   0.6414
   9.200   1.4443   0.00966   0.00504  -0.0966   0.0181   0.6421
   9.300   1.4560   0.00974   0.00511  -0.0965   0.0177   0.6426
   9.400   1.4676   0.00981   0.00519  -0.0963   0.0175   0.6431
   9.500   1.4792   0.00989   0.00526  -0.0961   0.0173   0.6434
   9.600   1.4909   0.00996   0.00533  -0.0960   0.0173   0.6437
   9.700   1.5026   0.01003   0.00540  -0.0958   0.0173   0.6440
   9.800   1.5142   0.01010   0.00547  -0.0957   0.0173   0.6442
   9.900   1.5258   0.01017   0.00554  -0.0955   0.0173   0.6444
  10.000   1.5374   0.01025   0.00562  -0.0953   0.0172   0.6445
  10.100   1.5490   0.01032   0.00569  -0.0951   0.0172   0.6447
  10.200   1.5606   0.01040   0.00577  -0.0950   0.0171   0.6448
  10.300   1.5721   0.01048   0.00585  -0.0948   0.0171   0.6449
  10.400   1.5836   0.01056   0.00593  -0.0946   0.0170   0.6450
  10.500   1.5951   0.01065   0.00601  -0.0943   0.0169   0.6452
  10.600   1.6065   0.01073   0.00609  -0.0941   0.0168   0.6461
  10.700   1.6179   0.01082   0.00618  -0.0939   0.0166   0.6471
  10.800   1.6293   0.01091   0.00627  -0.0937   0.0165   0.6482
  10.900   1.6406   0.01101   0.00637  -0.0934   0.0163   0.6494
  11.000   1.6518   0.01111   0.00647  -0.0932   0.0162   0.6506
  11.100   1.6630   0.01122   0.00657  -0.0929   0.0159   0.6518
  11.200   1.6743   0.01132   0.00667  -0.0926   0.0158   0.6529
  11.300   1.6855   0.01142   0.00678  -0.0924   0.0156   0.6539
  11.400   1.6966   0.01152   0.00688  -0.0921   0.0153   0.6548
  11.500   1.7078   0.01162   0.00698  -0.0918   0.0151   0.6558
  11.600   1.7190   0.01173   0.00709  -0.0915   0.0149   0.6567
  11.700   1.7301   0.01183   0.00719  -0.0912   0.0147   0.6576
  11.800   1.7412   0.01193   0.00730  -0.0909   0.0145   0.6584
  11.900   1.7523   0.01203   0.00740  -0.0906   0.0144   0.6591
  12.000   1.7635   0.01213   0.00750  -0.0903   0.0144   0.6598
  12.100   1.7746   0.01222   0.00760  -0.0900   0.0144   0.6603
  12.200   1.7857   0.01232   0.00769  -0.0897   0.0144   0.6608
  12.300   1.7968   0.01242   0.00779  -0.0894   0.0144   0.6612
  12.400   1.8078   0.01252   0.00790  -0.0891   0.0144   0.6615
  12.500   1.8188   0.01262   0.00800  -0.0887   0.0143   0.6618
  12.600   1.8298   0.01272   0.00810  -0.0884   0.0143   0.6621
  12.700   1.8407   0.01282   0.00821  -0.0880   0.0143   0.6623
  12.800   1.8515   0.01293   0.00832  -0.0876   0.0143   0.6625
  12.900   1.8624   0.01303   0.00843  -0.0873   0.0142   0.6626
  13.000   1.8732   0.01314   0.00854  -0.0869   0.0142   0.6627
  13.100   1.8839   0.01326   0.00865  -0.0865   0.0141   0.6628
  13.200   1.8945   0.01337   0.00877  -0.0861   0.0141   0.6629
  13.300   1.9052   0.01349   0.00889  -0.0856   0.0140   0.6630
  13.400   1.9157   0.01361   0.00901  -0.0852   0.0140   0.6633
  13.500   1.9262   0.01373   0.00914  -0.0848   0.0139   0.6643
  13.600   1.9366   0.01386   0.00927  -0.0843   0.0138   0.6653
  13.700   1.9469   0.01399   0.00941  -0.0838   0.0137   0.6665
  13.800   1.9571   0.01413   0.00955  -0.0833   0.0136   0.6677
  13.900   1.9672   0.01427   0.00970  -0.0828   0.0135   0.6690
  14.000   1.9773   0.01441   0.00984  -0.0823   0.0134   0.6702
  14.100   1.9872   0.01456   0.01000  -0.0818   0.0132   0.6713
  14.200   1.9971   0.01471   0.01015  -0.0812   0.0131   0.6724
  14.300   2.0069   0.01487   0.01031  -0.0806   0.0130   0.6733
  14.400   2.0165   0.01503   0.01047  -0.0800   0.0128   0.6742
  14.500   2.0262   0.01518   0.01064  -0.0795   0.0127   0.6751
  14.600   2.0358   0.01533   0.01080  -0.0789   0.0125   0.6759
  14.700   2.0453   0.01549   0.01096  -0.0782   0.0123   0.6766
  14.800   2.0547   0.01565   0.01113  -0.0776   0.0122   0.6773
  14.900   2.0640   0.01582   0.01130  -0.0769   0.0120   0.6781
  15.000   2.0732   0.01598   0.01147  -0.0763   0.0119   0.6787
  15.100   2.0822   0.01614   0.01164  -0.0755   0.0118   0.6793
  15.200   2.0913   0.01630   0.01181  -0.0748   0.0118   0.6798
  15.300   2.1002   0.01645   0.01196  -0.0741   0.0118   0.6803
  15.400   2.1090   0.01660   0.01212  -0.0733   0.0118   0.6807
  15.500   2.1174   0.01675   0.01228  -0.0725   0.0118   0.6810
  15.600   2.1258   0.01691   0.01245  -0.0717   0.0118   0.6813
  16.000   2.1568   0.01756   0.01314  -0.0680   0.0117   0.6879
  16.100   2.1639   0.01774   0.01333  -0.0669   0.0117   0.6897
  16.200   2.1711   0.01791   0.01352  -0.0659   0.0117   0.6915
  16.300   2.1782   0.01809   0.01371  -0.0649   0.0117   0.6931
  16.400   2.1819   0.01827   0.01391  -0.0633   0.0117   0.6945
  16.500   2.1863   0.01848   0.01413  -0.0618   0.0116   0.6958
  16.600   2.1915   0.01870   0.01436  -0.0605   0.0116   0.6968
  16.700   2.1970   0.01892   0.01460  -0.0592   0.0116   0.6975
  16.800   2.2028   0.01915   0.01484  -0.0581   0.0116   0.6981
  16.900   2.2083   0.01939   0.01509  -0.0569   0.0116   0.6985
  17.000   2.2138   0.01964   0.01535  -0.0557   0.0115   0.6989
  17.100   2.2197   0.01989   0.01562  -0.0546   0.0115   0.6992
  17.200   2.2254   0.02015   0.01589  -0.0535   0.0115   0.6994
  17.300   2.2308   0.02043   0.01618  -0.0523   0.0115   0.6996
  17.400   2.2364   0.02071   0.01647  -0.0512   0.0114   0.6998
  17.500   2.2419   0.02099   0.01677  -0.0501   0.0114   0.6999
  17.600   2.2468   0.02131   0.01710  -0.0490   0.0114   0.7001
  17.700   2.2519   0.02164   0.01744  -0.0479   0.0113   0.7002
  17.800   2.2575   0.02195   0.01776  -0.0468   0.0113   0.7006
  17.900   2.2623   0.02230   0.01812  -0.0458   0.0112   0.7017
  18.000   2.2674   0.02264   0.01848  -0.0447   0.0112   0.7029
  18.100   2.2719   0.02302   0.01887  -0.0436   0.0111   0.7043
  18.200   2.2761   0.02341   0.01928  -0.0425   0.0111   0.7057
  18.300   2.2808   0.02379   0.01968  -0.0415   0.0110   0.7069
  18.400   2.2851   0.02421   0.02012  -0.0404   0.0110   0.7082
  18.500   2.2889   0.02466   0.02058  -0.0394   0.0109   0.7094
  18.600   2.2933   0.02508   0.02102  -0.0384   0.0109   0.7104
  18.700   2.2976   0.02553   0.02149  -0.0374   0.0108   0.7114
  18.800   2.3010   0.02602   0.02199  -0.0364   0.0108   0.7124
  18.900   2.3041   0.02653   0.02252  -0.0353   0.0107   0.7132
  19.000   2.3081   0.02701   0.02302  -0.0344   0.0107   0.7142
  19.100   2.3101   0.02762   0.02365  -0.0333   0.0106   0.7150
  19.200   2.3143   0.02810   0.02415  -0.0325   0.0106   0.7157
  19.300   2.3168   0.02872   0.02478  -0.0315   0.0104   0.7164
  19.400   2.3199   0.02928   0.02536  -0.0306   0.0104   0.7169
  19.500   2.3227   0.02989   0.02599  -0.0297   0.0103   0.7175
  19.600   2.3255   0.03051   0.02662  -0.0288   0.0103   0.7178
  19.700   2.3268   0.03122   0.02735  -0.0279   0.0102   0.7182
  19.800   2.3299   0.03182   0.02797  -0.0271   0.0102   0.7185
  19.900   2.3309   0.03257   0.02875  -0.0262   0.0101   0.7188
  20.000   2.3335   0.03324   0.02943  -0.0255   0.0101   0.7190
  20.100   2.3352   0.03398   0.03019  -0.0247   0.0100   0.7192
  20.200   2.3355   0.03485   0.03108  -0.0239   0.0099   0.7196
  20.300   2.3378   0.03556   0.03182  -0.0232   0.0099   0.7207
  20.400   2.3391   0.03638   0.03265  -0.0225   0.0098   0.7222
  20.500   2.3397   0.03726   0.03356  -0.0218   0.0098   0.7236
  20.600   2.3407   0.03812   0.03445  -0.0212   0.0097   0.7252
  20.700   2.3416   0.03899   0.03534  -0.0206   0.0097   0.7266
  20.800   2.3412   0.03998   0.03636  -0.0200   0.0096   0.7279
  20.900   2.3418   0.04093   0.03733  -0.0194   0.0096   0.7291
  21.000   2.3414   0.04198   0.03840  -0.0189   0.0096   0.7303
  21.100   2.3419   0.04295   0.03940  -0.0184   0.0095   0.7313
  21.200   2.3414   0.04406   0.04053  -0.0180   0.0095   0.7324
  21.300   2.3406   0.04519   0.04169  -0.0176   0.0095   0.7333
  21.400   2.3392   0.04642   0.04295  -0.0173   0.0094   0.7342
  21.500   2.3395   0.04748   0.04404  -0.0170   0.0094   0.7349
  21.600   2.3375   0.04880   0.04538  -0.0168   0.0094   0.7355
  21.700   2.3373   0.04994   0.04654  -0.0165   0.0094   0.7360
  21.800   2.3342   0.05137   0.04801  -0.0164   0.0094   0.7364
  21.900   2.3334   0.05260   0.04926  -0.0162   0.0094   0.7368
  22.000   2.3305   0.05408   0.05077  -0.0161   0.0094   0.7371
  22.100   2.3292   0.05540   0.05211  -0.0161   0.0094   0.7374
  22.200   2.3252   0.05705   0.05379  -0.0162   0.0094   0.7376
  22.300   2.3232   0.05849   0.05525  -0.0162   0.0094   0.7378
  22.400   2.3180   0.06032   0.05711  -0.0164   0.0094   0.7380
  22.500   2.3162   0.06176   0.05858  -0.0165   0.0094   0.7386
  22.600   2.3103   0.06373   0.06058  -0.0169   0.0094   0.7397
  22.700   2.3055   0.06557   0.06245  -0.0173   0.0094   0.7409
  22.800   2.3006   0.06741   0.06432  -0.0176   0.0094   0.7422
  22.900   2.2928   0.06963   0.06658  -0.0183   0.0094   0.7434
  23.000   2.2863   0.07174   0.06872  -0.0189   0.0094   0.7445
  23.100   2.2789   0.07397   0.07099  -0.0196   0.0094   0.7455
  23.200   2.2702   0.07641   0.07346  -0.0204   0.0094   0.7465
  23.300   2.2596   0.07914   0.07624  -0.0215   0.0094   0.7473
  23.400   2.2496   0.08180   0.07893  -0.0226   0.0094   0.7481
  23.500   2.2389   0.08457   0.08173  -0.0238   0.0094   0.7489
  23.600   2.2263   0.08759   0.08480  -0.0252   0.0094   0.7495
  23.700   2.2138   0.09058   0.08783  -0.0266   0.0094   0.7501
  23.800   2.1978   0.09410   0.09139  -0.0284   0.0094   0.7506
  23.900   2.1805   0.09786   0.09519  -0.0304   0.0094   0.7509
  24.000   2.1617   0.10185   0.09924  -0.0326   0.0094   0.7513
  24.100   2.1414   0.10609   0.10353  -0.0351   0.0094   0.7515
  24.200   2.1190   0.11064   0.10813  -0.0379   0.0094   0.7515
  24.300   2.0849   0.11688   0.11444  -0.0419   0.0094   0.7511
  24.400   2.0577   0.12222   0.11983  -0.0455   0.0094   0.7510
  24.500   2.0273   0.12813   0.12581  -0.0496   0.0094   0.7509
  24.600   1.9802   0.13674   0.13450  -0.0560   0.0094   0.7497
  24.800   1.8572   0.15922   0.15720  -0.0743   0.0094   0.7460
  24.900   1.7747   0.17504   0.17316  -0.0883   0.0094   0.7427
  25.100   1.6211   0.20763   0.20603  -0.1188   0.0095   0.7378
  25.400   1.5267   0.23384   0.23243  -0.1436   0.0094   0.7375
  25.500   1.5231   0.23646   0.23506  -0.1461   0.0094   0.7376
  25.600   1.5043   0.24288   0.24153  -0.1521   0.0094   0.7376
  25.700   1.5035   0.24484   0.24350  -0.1539   0.0094   0.7378
  25.800   1.5015   0.24714   0.24581  -0.1561   0.0094   0.7379
  25.900   1.4855   0.25303   0.25174  -0.1616   0.0094   0.7380
  26.000   1.4852   0.25487   0.25359  -0.1634   0.0094   0.7385
  26.100   1.4848   0.25673   0.25546  -0.1651   0.0094   0.7396
  26.300   1.4714   0.26390   0.26267  -0.1719   0.0093   0.7410
  26.400   1.4715   0.26567   0.26445  -0.1736   0.0094   0.7424
  26.500   1.4719   0.26736   0.26616  -0.1752   0.0093   0.7438
  26.700   1.4606   0.27427   0.27311  -0.1817   0.0092   0.7455
  26.800   1.4618   0.27580   0.27464  -0.1831   0.0092   0.7465
  26.900   1.4626   0.27741   0.27627  -0.1847   0.0092   0.7475
  27.000   1.4636   0.27897   0.27784  -0.1862   0.0092   0.7488
  27.100   1.4638   0.28077   0.27965  -0.1879   0.0092   0.7500
  27.300   1.4548   0.28731   0.28622  -0.1940   0.0090   0.7510
  27.400   1.4559   0.28885   0.28777  -0.1955   0.0089   0.7519
  27.500   1.4574   0.29027   0.28919  -0.1969   0.0089   0.7529
  27.600   1.4590   0.29163   0.29056  -0.1983   0.0089   0.7535
  27.700   1.4601   0.29317   0.29211  -0.1998   0.0088   0.7540
  27.800   1.4489   0.29882   0.29778  -0.2049   0.0087   0.7541
  27.900   1.4484   0.30092   0.29988  -0.2069   0.0084   0.7545
  28.000   1.4501   0.30227   0.30124  -0.2082   0.0084   0.7547
  28.100   1.4517   0.30364   0.30261  -0.2096   0.0083   0.7551
  28.200   1.4542   0.30471   0.30369  -0.2107   0.0083   0.7554
  28.300   1.4412   0.31136   0.31036  -0.2165   0.0079   0.7554
  28.400   1.4428   0.31275   0.31175  -0.2179   0.0077   0.7555
  28.500   1.4455   0.31372   0.31273  -0.2190   0.0078   0.7558
  28.600   1.4472   0.31509   0.31409  -0.2203   0.0077   0.7561
  28.700   1.4490   0.31640   0.31541  -0.2217   0.0076   0.7579
  28.800   1.4507   0.31777   0.31678  -0.2231   0.0074   0.7588
  28.900   1.4527   0.31898   0.31800  -0.2244   0.0074   0.7621
  29.000   1.4538   0.32059   0.31962  -0.2259   0.0074   0.7627
  29.100   1.4468   0.32531   0.32437  -0.2300   0.0073   0.7634
  29.200   1.4492   0.32637   0.32544  -0.2312   0.0073   0.7646
  29.300   1.4517   0.32740   0.32647  -0.2323   0.0073   0.7655
  29.400   1.4542   0.32839   0.32747  -0.2335   0.0073   0.7674
  29.500   1.4565   0.32948   0.32856  -0.2346   0.0073   0.7682
  29.600   1.4588   0.33053   0.32962  -0.2358   0.0073   0.7700
  29.700   1.4613   0.33154   0.33063  -0.2370   0.0073   0.7705
  29.800   1.4635   0.33263   0.33173  -0.2382   0.0073   0.7716
  29.900   1.4659   0.33363   0.33273  -0.2393   0.0073   0.7723
  30.000   1.4681   0.33470   0.33381  -0.2405   0.0073   0.7728
