  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1408                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     6.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -2.000  -0.1033   0.00501   0.00061  -0.0262   0.6944   0.1064
  -1.900  -0.0922   0.00500   0.00059  -0.0262   0.6830   0.1142
  -1.800  -0.0810   0.00497   0.00057  -0.0262   0.6744   0.1245
  -1.700  -0.0698   0.00495   0.00055  -0.0262   0.6639   0.1333
  -1.600  -0.0587   0.00494   0.00054  -0.0262   0.6531   0.1415
  -1.500  -0.0475   0.00491   0.00052  -0.0263   0.6429   0.1545
  -1.400  -0.0363   0.00488   0.00050  -0.0263   0.6334   0.1680
  -1.300  -0.0252   0.00487   0.00048  -0.0263   0.6224   0.1784
  -1.200  -0.0140   0.00485   0.00047  -0.0263   0.6126   0.1898
  -1.100  -0.0029   0.00482   0.00046  -0.0263   0.6010   0.2056
  -1.000   0.0083   0.00481   0.00045  -0.0263   0.5913   0.2176
  -0.900   0.0195   0.00480   0.00044  -0.0263   0.5819   0.2270
  -0.800   0.0306   0.00478   0.00044  -0.0264   0.5705   0.2421
  -0.700   0.0418   0.00476   0.00043  -0.0264   0.5600   0.2564
  -0.600   0.0530   0.00475   0.00042  -0.0264   0.5497   0.2705
  -0.500   0.0641   0.00474   0.00042  -0.0264   0.5389   0.2838
  -0.400   0.0753   0.00472   0.00041  -0.0264   0.5282   0.2999
  -0.300   0.0864   0.00470   0.00041  -0.0265   0.5192   0.3174
  -0.200   0.0976   0.00470   0.00041  -0.0265   0.5087   0.3288
  -0.100   0.1088   0.00468   0.00041  -0.0265   0.4978   0.3452
   0.000   0.1199   0.00467   0.00041  -0.0265   0.4871   0.3603
   0.100   0.1310   0.00466   0.00041  -0.0265   0.4763   0.3791
   0.200   0.1422   0.00465   0.00041  -0.0266   0.4663   0.3944
   0.300   0.1533   0.00461   0.00042  -0.0266   0.4568   0.4183
   0.400   0.1644   0.00460   0.00042  -0.0266   0.4465   0.4367
   0.500   0.1755   0.00460   0.00042  -0.0266   0.4348   0.4529
   0.600   0.1866   0.00456   0.00043  -0.0266   0.4257   0.4793
   0.700   0.1977   0.00456   0.00044  -0.0266   0.4139   0.4962
   0.800   0.2088   0.00456   0.00045  -0.0267   0.4030   0.5150
   0.900   0.2198   0.00457   0.00046  -0.0267   0.3907   0.5319
   1.000   0.2308   0.00457   0.00047  -0.0267   0.3775   0.5529
   1.100   0.2419   0.00458   0.00049  -0.0267   0.3651   0.5693
   1.200   0.2529   0.00458   0.00051  -0.0267   0.3516   0.5907
   1.300   0.2640   0.00460   0.00052  -0.0267   0.3391   0.6066
   1.400   0.2750   0.00461   0.00054  -0.0267   0.3263   0.6234
   1.500   0.2859   0.00464   0.00056  -0.0267   0.3111   0.6408
   1.600   0.2969   0.00467   0.00059  -0.0267   0.2953   0.6589
   1.700   0.3078   0.00470   0.00061  -0.0267   0.2796   0.6778
   1.800   0.3188   0.00472   0.00064  -0.0266   0.2678   0.6943
   1.900   0.3297   0.00473   0.00066  -0.0266   0.2544   0.7137
   2.000   0.3406   0.00477   0.00070  -0.0266   0.2395   0.7295
   2.100   0.3514   0.00482   0.00073  -0.0266   0.2221   0.7475
   2.200   0.3624   0.00484   0.00076  -0.0265   0.2109   0.7647
   2.300   0.3733   0.00487   0.00079  -0.0265   0.1983   0.7822
   2.400   0.3839   0.00494   0.00083  -0.0264   0.1775   0.7997
   2.500   0.3947   0.00498   0.00087  -0.0264   0.1654   0.8170
   2.600   0.4055   0.00502   0.00091  -0.0263   0.1511   0.8331
   2.700   0.4162   0.00505   0.00095  -0.0262   0.1401   0.8518
   2.800   0.4269   0.00509   0.00099  -0.0262   0.1288   0.8673
   3.100   0.4585   0.00522   0.00112  -0.0258   0.0960   0.9114
   3.200   0.4687   0.00528   0.00117  -0.0256   0.0845   0.9254
   3.300   0.4790   0.00530   0.00121  -0.0253   0.0798   0.9378
   3.400   0.4890   0.00537   0.00126  -0.0250   0.0691   0.9490
   3.500   0.4991   0.00540   0.00130  -0.0248   0.0651   0.9589
   3.600   0.5091   0.00547   0.00135  -0.0245   0.0574   0.9680
   3.700   0.5196   0.00550   0.00139  -0.0243   0.0543   0.9756
   3.800   0.5305   0.00558   0.00144  -0.0242   0.0491   0.9819
   3.900   0.5426   0.00563   0.00148  -0.0245   0.0443   0.9860
   4.000   0.5550   0.00570   0.00153  -0.0248   0.0408   0.9897
   4.100   0.5670   0.00578   0.00158  -0.0250   0.0350   0.9929
   4.200   0.5795   0.00583   0.00162  -0.0253   0.0333   0.9948
   4.300   0.5926   0.00591   0.00167  -0.0257   0.0308   0.9962
   4.400   0.6055   0.00598   0.00172  -0.0262   0.0275   0.9974
   4.500   0.6185   0.00604   0.00177  -0.0266   0.0255   0.9986
   4.600   0.6314   0.00610   0.00182  -0.0270   0.0244   0.9996
   4.700   0.6433   0.00617   0.00187  -0.0272   0.0228   1.0000
   4.800   0.6538   0.00625   0.00193  -0.0271   0.0204   1.0000
   4.900   0.6645   0.00630   0.00198  -0.0270   0.0189   1.0000
   5.000   0.6752   0.00636   0.00203  -0.0269   0.0184   1.0000
   5.100   0.6859   0.00642   0.00208  -0.0268   0.0176   1.0000
   5.200   0.6966   0.00649   0.00214  -0.0267   0.0166   1.0000
