  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1408                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -3.000  -0.2171   0.00514   0.00081  -0.0259   0.7083   0.0364
  -2.900  -0.2059   0.00513   0.00079  -0.0259   0.6982   0.0393
  -2.800  -0.1947   0.00511   0.00076  -0.0259   0.6886   0.0439
  -2.700  -0.1835   0.00509   0.00073  -0.0259   0.6792   0.0466
  -2.600  -0.1722   0.00509   0.00071  -0.0259   0.6687   0.0488
  -2.500  -0.1610   0.00507   0.00069  -0.0259   0.6594   0.0546
  -2.400  -0.1498   0.00505   0.00066  -0.0259   0.6505   0.0590
  -2.300  -0.1386   0.00504   0.00064  -0.0259   0.6395   0.0650
  -2.200  -0.1273   0.00501   0.00062  -0.0260   0.6310   0.0709
  -2.100  -0.1160   0.00501   0.00060  -0.0260   0.6212   0.0745
  -2.000  -0.1049   0.00499   0.00058  -0.0260   0.6099   0.0824
  -1.900  -0.0936   0.00498   0.00057  -0.0260   0.6019   0.0874
  -1.800  -0.0824   0.00495   0.00054  -0.0260   0.5916   0.0978
  -1.700  -0.0712   0.00495   0.00053  -0.0261   0.5808   0.1042
  -1.600  -0.0599   0.00492   0.00052  -0.0261   0.5733   0.1123
  -1.500  -0.0487   0.00491   0.00050  -0.0261   0.5632   0.1201
  -1.400  -0.0375   0.00490   0.00049  -0.0261   0.5516   0.1313
  -1.300  -0.0262   0.00487   0.00047  -0.0261   0.5440   0.1401
  -1.200  -0.0150   0.00486   0.00046  -0.0262   0.5340   0.1509
  -1.100  -0.0037   0.00486   0.00046  -0.0262   0.5257   0.1574
  -1.000   0.0075   0.00483   0.00044  -0.0262   0.5165   0.1697
  -0.900   0.0187   0.00482   0.00043  -0.0262   0.5054   0.1820
  -0.800   0.0299   0.00481   0.00043  -0.0263   0.4963   0.1932
  -0.700   0.0412   0.00481   0.00042  -0.0263   0.4878   0.2000
  -0.600   0.0524   0.00480   0.00042  -0.0263   0.4777   0.2118
  -0.500   0.0636   0.00478   0.00041  -0.0264   0.4693   0.2263
  -0.400   0.0749   0.00476   0.00041  -0.0264   0.4613   0.2391
  -0.300   0.0860   0.00475   0.00041  -0.0264   0.4503   0.2530
  -0.200   0.0973   0.00475   0.00040  -0.0264   0.4421   0.2625
  -0.100   0.1085   0.00473   0.00040  -0.0265   0.4327   0.2784
   0.000   0.1198   0.00474   0.00041  -0.0265   0.4240   0.2876
   0.100   0.1311   0.00473   0.00040  -0.0265   0.4153   0.2991
   0.200   0.1422   0.00472   0.00041  -0.0265   0.4042   0.3173
   0.300   0.1534   0.00473   0.00042  -0.0266   0.3937   0.3292
   0.400   0.1646   0.00472   0.00042  -0.0266   0.3838   0.3433
   0.500   0.1758   0.00472   0.00042  -0.0266   0.3730   0.3582
   0.600   0.1869   0.00474   0.00043  -0.0266   0.3582   0.3705
   0.700   0.1980   0.00474   0.00044  -0.0267   0.3476   0.3866
   0.800   0.2092   0.00476   0.00045  -0.0267   0.3342   0.4020
   0.900   0.2202   0.00475   0.00046  -0.0267   0.3226   0.4223
   1.100   0.2424   0.00478   0.00049  -0.0267   0.2958   0.4557
   1.200   0.2535   0.00480   0.00051  -0.0268   0.2819   0.4724
   1.300   0.2646   0.00481   0.00053  -0.0268   0.2707   0.4899
   1.400   0.2756   0.00483   0.00055  -0.0268   0.2554   0.5094
   1.600   0.2978   0.00486   0.00058  -0.0268   0.2322   0.5405
   1.700   0.3089   0.00489   0.00061  -0.0268   0.2192   0.5549
   1.800   0.3199   0.00493   0.00063  -0.0268   0.2043   0.5708
   1.900   0.3309   0.00496   0.00066  -0.0268   0.1914   0.5863
   2.000   0.3419   0.00499   0.00069  -0.0268   0.1793   0.6037
   2.100   0.3530   0.00501   0.00071  -0.0268   0.1696   0.6183
   2.200   0.3640   0.00506   0.00075  -0.0268   0.1551   0.6337
   2.300   0.3751   0.00508   0.00077  -0.0268   0.1452   0.6488
   2.400   0.3861   0.00510   0.00080  -0.0268   0.1343   0.6663
   2.500   0.3971   0.00514   0.00084  -0.0268   0.1223   0.6813
   2.600   0.4080   0.00519   0.00088  -0.0268   0.1084   0.6976
   2.700   0.4191   0.00522   0.00091  -0.0268   0.1015   0.7101
   2.800   0.4301   0.00523   0.00094  -0.0268   0.0939   0.7288
   2.900   0.4411   0.00527   0.00098  -0.0268   0.0857   0.7418
   3.000   0.4521   0.00529   0.00102  -0.0268   0.0779   0.7588
   3.100   0.4631   0.00533   0.00105  -0.0267   0.0689   0.7757
   3.200   0.4740   0.00536   0.00109  -0.0267   0.0633   0.7915
   3.300   0.4850   0.00538   0.00113  -0.0267   0.0566   0.8078
   3.400   0.4960   0.00539   0.00117  -0.0267   0.0537   0.8241
   3.500   0.5069   0.00542   0.00121  -0.0266   0.0486   0.8397
   3.600   0.5179   0.00543   0.00125  -0.0266   0.0443   0.8558
   3.700   0.5287   0.00544   0.00129  -0.0265   0.0413   0.8721
   3.800   0.5395   0.00548   0.00134  -0.0264   0.0359   0.8860
   3.900   0.5504   0.00549   0.00137  -0.0264   0.0341   0.8989
   4.000   0.5610   0.00551   0.00142  -0.0262   0.0321   0.9142
   4.100   0.5716   0.00555   0.00146  -0.0261   0.0293   0.9261
   4.200   0.5821   0.00557   0.00151  -0.0259   0.0264   0.9383
   4.300   0.5924   0.00558   0.00155  -0.0257   0.0253   0.9499
   4.400   0.6025   0.00561   0.00159  -0.0255   0.0243   0.9600
   4.500   0.6127   0.00566   0.00164  -0.0252   0.0227   0.9692
   4.600   0.6228   0.00570   0.00168  -0.0249   0.0207   0.9773
   4.700   0.6336   0.00575   0.00173  -0.0249   0.0189   0.9830
   4.800   0.6455   0.00579   0.00177  -0.0250   0.0183   0.9878
   4.900   0.6575   0.00585   0.00181  -0.0252   0.0175   0.9916
   5.000   0.6692   0.00592   0.00187  -0.0254   0.0162   0.9944
   5.100   0.6824   0.00598   0.00192  -0.0259   0.0147   0.9960
   5.200   0.6955   0.00604   0.00197  -0.0263   0.0138   0.9977
   5.300   0.7084   0.00609   0.00201  -0.0267   0.0136   0.9993
   5.400   0.7205   0.00615   0.00206  -0.0270   0.0133   1.0000
   5.500   0.7313   0.00621   0.00211  -0.0269   0.0127   1.0000
   5.600   0.7421   0.00628   0.00217  -0.0268   0.0120   1.0000
   5.700   0.7529   0.00635   0.00223  -0.0268   0.0111   1.0000
   5.800   0.7637   0.00641   0.00229  -0.0267   0.0102   1.0000
   5.900   0.7747   0.00647   0.00235  -0.0267   0.0100   1.0000
   6.000   0.7856   0.00652   0.00240  -0.0266   0.0099   1.0000
   6.100   0.7965   0.00658   0.00245  -0.0266   0.0098   1.0000
   6.200   0.8074   0.00664   0.00250  -0.0266   0.0095   1.0000
   6.300   0.8183   0.00670   0.00256  -0.0265   0.0093   1.0000
   6.400   0.8292   0.00678   0.00262  -0.0265   0.0087   1.0000
   6.500   0.8400   0.00686   0.00269  -0.0264   0.0083   1.0000
   6.600   0.8508   0.00693   0.00276  -0.0264   0.0077   1.0000
   6.700   0.8616   0.00701   0.00284  -0.0264   0.0073   1.0000
   6.800   0.8725   0.00708   0.00291  -0.0263   0.0070   1.0000
   6.900   0.8834   0.00714   0.00297  -0.0263   0.0070   1.0000
   7.000   0.8943   0.00720   0.00303  -0.0263   0.0069   1.0000
   7.100   0.9052   0.00727   0.00309  -0.0262   0.0069   1.0000
   7.200   0.9161   0.00733   0.00315  -0.0262   0.0068   1.0000
   7.300   0.9269   0.00740   0.00322  -0.0262   0.0067   1.0000
   7.400   0.9377   0.00748   0.00329  -0.0261   0.0065   1.0000
   7.500   0.9485   0.00755   0.00336  -0.0261   0.0063   1.0000
   7.600   0.9593   0.00763   0.00343  -0.0260   0.0062   1.0000
   7.700   0.9700   0.00772   0.00352  -0.0260   0.0060   1.0000
   7.800   0.9807   0.00781   0.00361  -0.0259   0.0057   1.0000
   7.900   0.9914   0.00791   0.00370  -0.0259   0.0054   1.0000
   8.000   1.0021   0.00800   0.00379  -0.0258   0.0052   1.0000
   8.100   1.0128   0.00809   0.00389  -0.0258   0.0050   1.0000
   8.200   1.0234   0.00820   0.00400  -0.0257   0.0048   1.0000
   8.300   1.0341   0.00829   0.00409  -0.0256   0.0047   1.0000
   8.400   1.0448   0.00836   0.00416  -0.0256   0.0047   1.0000
   8.500   1.0555   0.00844   0.00424  -0.0255   0.0047   1.0000
   8.600   1.0662   0.00852   0.00432  -0.0255   0.0047   1.0000
   8.700   1.0769   0.00860   0.00439  -0.0254   0.0046   1.0000
   8.800   1.0876   0.00868   0.00448  -0.0254   0.0046   1.0000
   8.900   1.0982   0.00876   0.00456  -0.0253   0.0046   1.0000
   9.000   1.1089   0.00884   0.00464  -0.0253   0.0045   1.0000
   9.100   1.1195   0.00893   0.00473  -0.0252   0.0045   1.0000
   9.200   1.1300   0.00903   0.00482  -0.0252   0.0044   1.0000
   9.300   1.1406   0.00912   0.00492  -0.0251   0.0044   1.0000
   9.400   1.1511   0.00922   0.00501  -0.0250   0.0043   1.0000
   9.500   1.1615   0.00932   0.00512  -0.0250   0.0042   1.0000
   9.600   1.1720   0.00943   0.00522  -0.0249   0.0041   1.0000
   9.700   1.1823   0.00954   0.00533  -0.0248   0.0040   1.0000
   9.800   1.1927   0.00966   0.00545  -0.0247   0.0039   1.0000
   9.900   1.2030   0.00978   0.00557  -0.0246   0.0037   1.0000
  10.000   1.2133   0.00990   0.00569  -0.0245   0.0036   1.0000
  10.100   1.2235   0.01003   0.00582  -0.0244   0.0035   1.0000
  10.200   1.2338   0.01015   0.00595  -0.0243   0.0034   1.0000
  10.300   1.2440   0.01029   0.00609  -0.0242   0.0033   1.0000
  10.400   1.2541   0.01042   0.00623  -0.0241   0.0033   1.0000
  10.500   1.2643   0.01055   0.00638  -0.0240   0.0032   1.0000
  10.600   1.2744   0.01069   0.00653  -0.0238   0.0031   1.0000
  10.700   1.2844   0.01084   0.00669  -0.0237   0.0031   1.0000
  10.800   1.2944   0.01099   0.00686  -0.0235   0.0030   1.0000
  10.900   1.3042   0.01117   0.00705  -0.0234   0.0029   1.0000
  11.000   1.3143   0.01130   0.00718  -0.0233   0.0029   1.0000
  11.100   1.3244   0.01142   0.00731  -0.0232   0.0029   1.0000
  11.200   1.3346   0.01153   0.00743  -0.0231   0.0029   1.0000
  11.300   1.3447   0.01165   0.00755  -0.0229   0.0029   1.0000
  11.400   1.3547   0.01178   0.00768  -0.0228   0.0029   1.0000
  11.500   1.3648   0.01189   0.00780  -0.0227   0.0029   1.0000
  11.600   1.3748   0.01202   0.00793  -0.0226   0.0029   1.0000
  11.700   1.3848   0.01214   0.00805  -0.0225   0.0029   1.0000
  11.800   1.3948   0.01227   0.00819  -0.0224   0.0029   1.0000
  11.900   1.4048   0.01239   0.00830  -0.0223   0.0029   1.0000
  12.000   1.4146   0.01253   0.00845  -0.0221   0.0029   1.0000
  12.100   1.4245   0.01265   0.00858  -0.0220   0.0029   1.0000
  12.200   1.4344   0.01278   0.00871  -0.0219   0.0029   1.0000
  12.300   1.4442   0.01292   0.00886  -0.0217   0.0029   1.0000
  12.400   1.4540   0.01305   0.00899  -0.0216   0.0028   1.0000
  12.500   1.4637   0.01319   0.00914  -0.0214   0.0028   1.0000
  12.600   1.4734   0.01333   0.00928  -0.0213   0.0028   1.0000
  12.700   1.4830   0.01348   0.00944  -0.0211   0.0028   1.0000
  12.800   1.4927   0.01362   0.00958  -0.0210   0.0028   1.0000
  12.900   1.5022   0.01377   0.00974  -0.0208   0.0028   1.0000
  13.000   1.5117   0.01392   0.00990  -0.0206   0.0027   1.0000
  13.100   1.5212   0.01408   0.01006  -0.0204   0.0027   1.0000
  13.200   1.5306   0.01424   0.01023  -0.0202   0.0027   1.0000
  13.300   1.5399   0.01441   0.01040  -0.0201   0.0026   1.0000
  13.400   1.5491   0.01458   0.01058  -0.0198   0.0026   1.0000
  13.500   1.5583   0.01476   0.01077  -0.0196   0.0026   1.0000
  13.600   1.5674   0.01494   0.01096  -0.0194   0.0025   1.0000
  13.700   1.5764   0.01513   0.01115  -0.0192   0.0025   1.0000
  13.800   1.5853   0.01533   0.01136  -0.0189   0.0024   1.0000
  13.900   1.5942   0.01553   0.01157  -0.0187   0.0024   1.0000
  14.000   1.6029   0.01574   0.01179  -0.0184   0.0024   1.0000
  14.100   1.6116   0.01595   0.01201  -0.0181   0.0023   1.0000
  14.200   1.6201   0.01617   0.01225  -0.0179   0.0023   1.0000
  14.300   1.6285   0.01640   0.01249  -0.0176   0.0022   1.0000
  14.400   1.6368   0.01664   0.01274  -0.0172   0.0022   1.0000
  14.500   1.6450   0.01689   0.01300  -0.0169   0.0021   1.0000
  14.600   1.6531   0.01713   0.01326  -0.0166   0.0021   1.0000
  14.700   1.6611   0.01739   0.01353  -0.0162   0.0021   1.0000
  14.800   1.6690   0.01765   0.01381  -0.0159   0.0020   1.0000
  14.900   1.6768   0.01791   0.01409  -0.0155   0.0020   1.0000
  15.000   1.6845   0.01818   0.01438  -0.0151   0.0020   1.0000
  15.100   1.6920   0.01846   0.01468  -0.0147   0.0019   1.0000
  15.200   1.6994   0.01875   0.01499  -0.0143   0.0019   1.0000
  15.300   1.7067   0.01904   0.01529  -0.0138   0.0019   1.0000
  15.400   1.7137   0.01934   0.01561  -0.0134   0.0019   1.0000
  15.500   1.7208   0.01963   0.01593  -0.0129   0.0018   1.0000
  15.600   1.7274   0.01995   0.01628  -0.0124   0.0018   1.0000
  15.700   1.7342   0.02025   0.01660  -0.0119   0.0018   1.0000
  15.800   1.7405   0.02058   0.01696  -0.0114   0.0018   1.0000
  15.900   1.7468   0.02091   0.01731  -0.0109   0.0018   1.0000
  16.000   1.7527   0.02126   0.01768  -0.0103   0.0018   1.0000
  16.100   1.7585   0.02160   0.01805  -0.0097   0.0018   1.0000
  16.200   1.7639   0.02197   0.01845  -0.0090   0.0017   1.0000
  16.300   1.7691   0.02234   0.01885  -0.0084   0.0017   1.0000
  16.400   1.7738   0.02274   0.01927  -0.0077   0.0017   1.0000
  16.500   1.7784   0.02311   0.01967  -0.0069   0.0017   1.0000
  16.600   1.7813   0.02349   0.02009  -0.0059   0.0017   1.0000
  16.700   1.7823   0.02394   0.02057  -0.0046   0.0017   1.0000
  16.800   1.7846   0.02431   0.02096  -0.0035   0.0017   1.0000
  16.900   1.7853   0.02479   0.02147  -0.0022   0.0017   1.0000
  17.000   1.7865   0.02524   0.02196  -0.0011   0.0017   1.0000
  17.100   1.7873   0.02575   0.02251  -0.0000   0.0017   1.0000
  17.200   1.7872   0.02634   0.02313   0.0011   0.0017   1.0000
  17.300   1.7874   0.02694   0.02376   0.0021   0.0017   1.0000
  17.400   1.7888   0.02746   0.02431   0.0029   0.0017   1.0000
  17.500   1.7874   0.02823   0.02513   0.0038   0.0016   1.0000
  17.600   1.7876   0.02891   0.02584   0.0046   0.0016   1.0000
  17.700   1.7865   0.02971   0.02668   0.0053   0.0016   1.0000
  17.800   1.7853   0.03058   0.02758   0.0060   0.0016   1.0000
  17.900   1.7829   0.03157   0.02863   0.0066   0.0016   1.0000
  18.000   1.7820   0.03247   0.02956   0.0070   0.0016   1.0000
  18.100   1.7799   0.03354   0.03067   0.0074   0.0016   1.0000
  18.200   1.7776   0.03468   0.03185   0.0076   0.0016   1.0000
  18.300   1.7739   0.03600   0.03323   0.0077   0.0016   1.0000
  18.400   1.7718   0.03721   0.03447   0.0078   0.0016   1.0000
  18.500   1.7679   0.03868   0.03598   0.0076   0.0016   1.0000
  18.600   1.7632   0.04032   0.03768   0.0073   0.0016   1.0000
  18.700   1.7604   0.04179   0.03919   0.0070   0.0016   1.0000
  18.800   1.7548   0.04365   0.04109   0.0065   0.0016   1.0000
  18.900   1.7488   0.04563   0.04312   0.0058   0.0016   1.0000
  19.000   1.7418   0.04784   0.04539   0.0048   0.0016   1.0000
  19.100   1.7360   0.04997   0.04756   0.0039   0.0016   1.0000
  19.200   1.7327   0.05176   0.04939   0.0031   0.0016   1.0000
  19.300   1.7217   0.05472   0.05240   0.0016   0.0016   1.0000
  19.400   1.7126   0.05747   0.05520   0.0002   0.0016   1.0000
  19.500   1.6976   0.06125   0.05905  -0.0019   0.0016   1.0000
  19.600   1.6924   0.06352   0.06135  -0.0031   0.0016   1.0000
